"name","breed","sex","shots","licensed","neutered","birthdate","weight"
"Janet","Transylvanian Hound","F",1,1,0,"2018-5-12",125
"Marilyne","French Spaniel","U",0,0,1,"2017-12-9",57
"Gus","Chien-gris","U",1,1,1,"2017-12-30",146
"Audie","Rat Terrier","U",0,1,0,"2017-12-7",27
"Raul","Alpine Dachsbracke","U",1,1,0,"2018-6-24",10
"Antonina","Bavarian Mountain Hound","M",0,1,0,"2017-9-16",120
"Antonia","Rafeiro do Alentejo","F",0,0,1,"2017-11-25",92
"Watson","Cane Corso","F",1,1,0,"2018-1-14",51
"Alicia","Chow Chow","F",1,1,1,"2017-12-28",133
"Jerry","Berger Picard","U",0,0,0,"2018-2-20",63
"Candelario","Polish Hound","M",0,1,0,"2017-12-26",84
"Sydney","Basset Griffon Vendéen, Grand","F",1,1,0,"2018-2-20",85
"Isaac","Kyi-Leo","F",0,1,0,"2018-6-9",42
"Cierra","Central Asian Shepherd Dog","F",0,0,1,"2018-1-3",52
"Mireille","Hamiltonstövare","U",0,0,0,"2018-3-20",101
"Jules","Saluki","F",0,0,1,"2018-4-16",43
"Emerson","Polish Lowland Sheepdog","U",1,1,1,"2018-6-23",80
"Alexandre","Bull and Terrier","F",0,1,0,"2017-7-30",79
"Justina","Irish Red and White Setter","F",1,1,1,"2018-5-2",41
"Efrain","Lapponian Herder","U",0,1,1,"2017-9-5",111
"Madelynn","Himalayan Sheepdog","M",1,1,0,"2017-12-3",40
"Beryl","American Foxhound","U",0,0,0,"2018-1-10",103
"Mona","West Siberian Laika","M",1,0,1,"2017-8-18",92
"Jovany","Lapponian Herder","F",1,0,0,"2017-9-26",7
"Timmothy","Sporting Lucas Terrier","M",0,0,1,"2017-7-30",139
"Sibyl","Braque Francais","F",1,1,1,"2017-10-15",47
"Arnoldo","Kanni","F",0,1,1,"2018-6-23",88
"Gunner","Phu Quoc Ridgeback","F",1,1,1,"2017-9-27",39
"Amos","Sloughi","U",0,0,0,"2018-7-20",37
"Gaston","Mudi","U",1,0,0,"2018-3-2",128
"Uriah","Boston Terrier","U",1,1,1,"2018-7-21",131
"Estella","Whippet","U",1,0,1,"2018-2-11",141
"Nia","Caucasian Shepherd Dog","M",0,1,0,"2018-6-12",43
"Regan","Berger Picard","U",0,0,0,"2018-5-13",104
"Al","Norrbottenspets","M",0,1,1,"2017-8-24",65
"Jabari","Kromfohrländer","M",1,1,1,"2018-3-21",143
"Amina","Brittany","F",1,0,1,"2018-7-14",46
"Princess","Olde English Bulldogge","F",1,1,0,"2017-8-15",29
"Otis","Bucovina Shepherd Dog","F",0,0,0,"2017-9-12",79
"Marc","Pumi","F",0,1,1,"2017-9-11",88
"Ludwig","Entlebucher Mountain Dog","U",1,0,1,"2018-5-5",142
"Chelsey","Tornjak","M",0,1,0,"2017-9-18",44
"Reyes","Segugio Italiano","F",0,1,0,"2017-10-21",46
"Rosemarie","Black and Tan Coonhound","F",1,0,0,"2018-6-16",123
"Loraine","Ratonero Murciano de Huerta","U",0,0,0,"2018-5-6",19
"Lester","Tahltan Bear Dog","F",0,1,1,"2018-1-18",42
"Kory","Griffon Bruxellois","M",1,0,1,"2017-9-10",24
"Lowell","Grand Anglo-Français Tricolore","F",1,1,0,"2018-3-15",68
"Michele","Canadian Eskimo Dog","F",1,0,1,"2017-11-5",24
"Luigi","Bucovina Shepherd Dog","F",1,0,1,"2018-2-14",74
"Freeda","Cão de Gado Transmontano","M",1,0,1,"2018-7-28",142
"Keyshawn","Picardy Spaniel","F",0,1,1,"2018-4-10",97
"Judd","Kunming Wolfdog","U",1,0,1,"2018-2-27",92
"Modesta","Mudi","U",0,1,0,"2017-10-8",99
"Braxton","Australian Stumpy Tail Cattle Dog[10]","F",0,0,0,"2018-3-24",61
"Francis","Saluki","U",1,0,0,"2017-10-2",68
"Shanel","Schipperke","M",1,1,1,"2017-10-8",6
"Watson","Paisley Terrier","F",1,1,0,"2017-11-12",28
"Burdette","Border Terrier","U",1,1,0,"2018-4-27",126
"Reymundo","Basset Hound","U",0,0,0,"2018-6-19",28
"Lucius","Boxer","M",1,0,1,"2018-1-5",10
"Howard","Bolognese","U",0,0,1,"2017-12-22",43
"Libbie","Lapponian Herder","U",0,1,0,"2017-12-13",104
"Breanna","Akita","F",0,0,1,"2018-5-16",6
"Chelsey","Thai Bangkaew Dog","U",1,1,0,"2017-9-20",33
"Liliane","Giant Schnauzer","M",0,0,1,"2017-10-24",73
"Darrick","Braque Francais","M",0,0,0,"2017-8-18",99
"Emelie","St. John's water dog","M",0,1,1,"2018-4-15",133
"Nyah","Mahratta Greyhound","M",0,0,0,"2017-9-24",63
"Nadia","Wetterhoun","U",0,1,1,"2018-3-8",62
"Arden","Pont-Audemer Spaniel","U",0,1,1,"2018-5-14",66
"Maggie","Treeing Cur","F",1,0,1,"2017-12-24",122
"Lavonne","Border Collie","M",1,0,0,"2018-4-19",113
"Zachery","Azawakh","F",1,0,0,"2018-5-2",19
"Brooks","Flat-Coated Retriever","U",0,1,1,"2017-8-8",51
"Jorge","Taigan","M",1,1,0,"2017-10-28",111
"Wava","Beagle","U",1,1,1,"2018-5-23",106
"Betty","Hanover Hound","F",0,1,1,"2018-7-11",57
"Gregoria","Cão de Castro Laboreiro","F",0,1,0,"2017-11-21",150
"Micheal","Bleu de Gascogne, Petit","U",0,1,1,"2018-1-15",24
"Rodolfo","Berger Picard","U",1,0,0,"2018-5-24",23
"Magnolia","French Spaniel","M",1,1,0,"2017-12-11",52
"Maggie","Artois Hound","U",1,1,0,"2017-8-31",33
"Adrian","Japanese Chin","U",0,0,1,"2017-9-27",121
"Mittie","Standard Schnauzer","F",1,0,0,"2018-3-22",32
"Mitchel","Polish Greyhound","F",0,1,0,"2017-10-22",6
"Claudia","Flat-Coated Retriever","U",1,1,0,"2018-3-15",77
"Sydney","English Shepherd","U",1,1,0,"2018-5-4",31
"Lilian","Peruvian Hairless Dog","M",1,0,0,"2017-12-16",39
"Zoie","Border Terrier","M",1,0,0,"2017-12-16",36
"Marjory","Bloodhound","M",1,0,0,"2018-1-26",76
"Alexandra","Chow Chow","F",1,0,1,"2018-2-27",6
"Zack","Field Spaniel","U",0,0,1,"2018-3-4",86
"Cecile","Rafeiro do Alentejo","U",1,1,0,"2017-10-10",19
"Aniyah","Black Mouth Cur","M",0,0,1,"2017-9-29",53
"Joanny","Finnish Hound","U",1,1,0,"2017-11-2",138
"Haven","Croatian Sheepdog","F",0,1,1,"2018-4-2",28
"Lacey","Rottweiler","M",0,0,1,"2018-2-11",36
"Demarcus","Chien Français Tricolore","M",0,1,0,"2018-5-27",90
"Raoul","Hygenhund","F",1,1,0,"2017-10-12",49
"Florence","East European Shepherd","M",0,1,0,"2018-7-19",51
"Lilla","Pungsan Dog","U",1,1,1,"2017-11-10",77
"Ali","Segugio Italiano","M",0,0,1,"2017-11-11",52
"Berenice","German Shorthaired Pointer","U",1,1,0,"2018-5-3",76
"Elias","Tenterfield Terrier","F",0,1,1,"2017-11-28",133
"Cheyanne","Beauceron","M",1,1,1,"2018-2-9",46
"Isaias","Sinhala Hound","F",1,0,1,"2018-6-7",42
"Dale","Serbian Tricolour Hound","F",0,1,1,"2018-4-30",114
"Mireille","Australian Terrier","M",1,0,1,"2018-4-14",109
"Arlo","Alpine Mastiff","F",1,0,0,"2018-4-1",85
"Suzanne","Karst Shepherd","F",1,0,0,"2018-2-15",98
"Malika","Ariegeois","F",0,1,0,"2018-3-14",50
"Freida","Anatolian Shepherd Dog","U",1,1,1,"2017-12-26",30
"Ralph","Pug","F",1,0,0,"2017-10-30",67
"Greta","Xiasi Dog","F",1,0,0,"2018-2-17",14
"Miguel","Old Croatian Sighthound","F",0,0,1,"2017-9-17",36
"Blair","Irish Setter","F",0,0,1,"2017-7-28",40
"Xavier","Poitevin","M",0,1,0,"2018-4-6",36
"Hailie","Japanese Chin","U",0,1,0,"2018-1-18",139
"Luna","Toy Manchester Terrier","F",0,1,1,"2018-7-26",24
"Jacklyn","Cão da Serra de Aires","M",0,1,0,"2018-7-26",108
"Valentina","Galgo Español","M",1,0,0,"2018-7-3",116
"Annalise","Polish Hunting Dog","U",1,1,1,"2017-9-12",41
"Gladys","Bohemian Shepherd","U",0,0,0,"2018-3-31",26
"Gordon","Czechoslovakian Wolfdog","F",1,0,1,"2017-9-22",84
"Alden","Welsh Corgi, Pembroke","F",1,0,0,"2018-3-26",85
"Max","Australian Shepherd","M",1,0,0,"2018-2-1",13
"Liliana","Fox Terrier, Smooth","M",1,0,1,"2018-6-19",32
"Cielo","Boston Terrier","U",0,0,1,"2018-6-6",136
"Shaun","Portuguese Pointer","M",0,0,1,"2018-7-23",63
"Zoie","Phu Quoc Ridgeback","F",1,1,1,"2018-6-22",21
"Lynn","Barbet","U",1,0,0,"2018-5-26",55
"Arden","Mucuchies","F",1,0,1,"2017-10-28",112
"Demetrius","Labrador Husky","M",1,0,1,"2017-10-3",83
"Raegan","Newfoundland","U",0,1,1,"2018-3-16",144
"Iva","Australian Stumpy Tail Cattle Dog[10]","U",0,0,1,"2018-2-8",50
"Providenci","Carolina Dog","M",0,0,1,"2017-10-24",61
"Dayana","Alpine Mastiff","M",0,1,0,"2018-5-20",112
"Jaylen","Braque d'Auvergne","F",1,1,0,"2017-9-15",125
"Hillard","Pekingese","U",1,0,1,"2018-2-4",83
"Clair","Bedlington Terrier","U",0,1,0,"2018-3-3",112
"Angelo","Smålandsstövare","M",0,0,0,"2018-3-17",67
"Conner","American Akita","F",1,1,1,"2017-11-27",59
"Brandt","Posavac Hound","M",0,0,0,"2017-9-25",112
"Edgardo","Grand Griffon Vendéen","M",1,1,0,"2018-6-28",104
"Davonte","Moscow Water Dog","U",1,0,1,"2018-4-5",67
"Ardith","Lagotto Romagnolo","U",1,0,0,"2018-4-25",49
"Finn","Chow Chow","U",0,0,0,"2017-12-1",98
"Olin","Lancashire Heeler","F",1,1,1,"2018-1-28",9
"Alayna","Komondor","U",0,1,0,"2018-3-1",54
"Kallie","Basset Hound","U",1,0,1,"2017-9-17",64
"Fernando","Russian Spaniel","F",0,0,0,"2017-9-21",133
"Arno","Chien Français Blanc et Orange","F",0,0,0,"2018-1-18",142
"Linnie","Bouvier des Ardennes","M",0,0,1,"2018-5-12",30
"Brigitte","Japanese Chin","M",0,0,1,"2017-9-6",46
"Fae","Treeing Cur","M",1,1,0,"2018-2-3",112
"Aiyana","American Bulldog","U",1,1,1,"2018-7-7",104
"Rossie","Transylvanian Hound","M",0,0,0,"2017-8-3",84
"Alize","Shih Tzu","M",1,0,1,"2017-12-28",69
"Clifford","Siberian Husky","U",0,1,1,"2018-3-23",122
"Jazmin","Chippiparai","M",1,1,0,"2017-11-21",110
"Enrico","Leonberger","U",1,0,1,"2017-9-5",93
"Clark","Münsterländer, Small","U",0,0,0,"2017-12-8",24
"Albin","Bolognese","F",0,1,0,"2017-10-26",109
"Emma","East European Shepherd","F",1,1,1,"2018-6-15",92
"Lea","German Wirehaired Pointer","U",1,1,1,"2017-9-27",9
"Retha","Portuguese Pointer","M",1,1,0,"2018-2-26",6
"Elda","Akita","U",0,1,1,"2018-1-21",95
"Demetrius","King Shepherd","F",1,0,1,"2017-10-13",65
"Ted","American Water Spaniel","U",1,0,0,"2017-12-20",13
"Rodger","Lapponian Herder","F",0,0,1,"2017-11-22",23
"Mose","Shar Pei","M",0,0,0,"2018-4-7",72
"Nyah","Bluetick Coonhound","U",0,1,1,"2018-2-8",94
"Nicola","Black and Tan Coonhound","M",1,0,1,"2017-12-31",138
"Brigitte","Cão Fila de São Miguel","F",0,0,1,"2017-12-22",70
"Leone","Borzoi","M",0,1,1,"2017-10-10",19
"Madalyn","Cão Fila de São Miguel","F",1,1,0,"2017-12-16",49
"Gertrude","St. Bernard","U",0,1,1,"2018-3-5",137
"Jerrell","Thai Ridgeback","F",1,1,0,"2018-4-4",103
"Amari","Basenji","F",0,0,1,"2017-8-1",116
"Dolly","Swedish Vallhund","M",1,0,0,"2017-9-23",124
"Ed","Russian Toy","M",0,0,1,"2018-4-26",110
"Robb","Bull Terrier (Miniature)","F",0,0,0,"2017-9-22",136
"Sandra","Porcelaine","M",1,0,1,"2017-9-15",6
"Guadalupe","Neapolitan Mastiff","F",0,1,1,"2017-10-15",47
"Trenton","English Toy Terrier (Black & Tan)","M",0,0,0,"2018-5-18",112
"Hettie","Schipperke","F",0,0,1,"2018-1-14",88
"Reilly","Border Terrier","U",1,0,1,"2018-5-27",72
"Warren","Norrbottenspets","M",1,1,0,"2018-1-11",65
"Rubye","Golden Retriever","U",1,0,1,"2017-8-22",24
"Julian","Parson Russell Terrier","U",1,0,1,"2017-11-3",113
"Maximillia","Fox Terrier, Smooth","U",0,1,1,"2018-6-4",14
"Jaquelin","Italian Greyhound","U",1,1,1,"2018-5-2",79
"Manuela","Norfolk Terrier","M",1,0,1,"2018-1-30",141
"Cora","Griffon Bleu de Gascogne","U",1,1,0,"2017-9-29",109
"Lucienne","Neapolitan Mastiff","U",0,0,0,"2018-1-6",58
"Frankie","Schweizerischer Niederlaufhund","M",0,1,0,"2017-12-18",124
"Carlee","Polish Lowland Sheepdog","U",0,1,0,"2017-9-4",57
"Omer","Fila Brasileiro","F",0,0,1,"2018-1-16",10
"Devon","Rajapalayam","M",1,0,1,"2018-1-19",138
"Verdie","Sporting Lucas Terrier","F",1,0,1,"2017-11-30",44
"Caesar","Australian Cattle Dog","F",0,0,1,"2017-8-8",24
"Hipolito","Portuguese Pointer","M",1,1,0,"2018-4-10",44
"Tierra","Field Spaniel","U",0,0,1,"2018-3-16",81
"Malvina","Norrbottenspets","F",0,0,1,"2017-10-25",10
"Bulah","Norrbottenspets","M",1,1,1,"2018-2-15",112
"Cameron","Dandie Dinmont Terrier","F",1,1,1,"2017-11-15",149
"Chelsie","French Brittany","M",1,1,1,"2017-11-16",37
"Loy","Treeing Walker Coonhound","U",1,0,1,"2018-3-30",97
"Leon","Kyi-Leo","F",0,0,1,"2017-11-27",134
"Enrico","Plummer Terrier","F",1,0,1,"2018-4-11",29
"Christ","Cão Fila de São Miguel","F",1,1,0,"2018-4-21",117
"Ona","Border Terrier","U",0,0,1,"2017-11-29",98
"Laisha","Thai Ridgeback","F",0,0,1,"2018-3-5",61
"Aurelia","Sussex Spaniel","F",0,0,0,"2018-2-4",46
"Nathanial","Gordon Setter","U",0,0,0,"2018-7-19",132
"Else","Sussex Spaniel","M",1,0,0,"2017-8-13",46
"Jannie","Gran Mastín de Borínquen","F",1,1,1,"2017-8-30",126
"Ahmad","Porcelaine","U",1,1,1,"2017-9-16",134
"Concepcion","Pharaoh Hound","F",0,0,1,"2017-10-21",75
"Major","Karelian Bear Dog","M",0,1,1,"2018-4-18",54
"Lura","Podenco Canario","U",0,0,1,"2017-9-10",76
"Christophe","Tornjak","U",0,0,1,"2018-2-19",87
"Carole","Grand Anglo-Français Blanc et Orange","M",1,0,1,"2017-9-24",93
"Katharina","Sinhala Hound","F",1,0,1,"2018-3-5",11
"Skye","Kintamani","F",0,0,1,"2018-1-23",139
"Jessika","Great Pyrenees","F",0,0,1,"2018-5-18",129
"Frank","Sabueso fino Colombiano","M",1,0,0,"2017-10-19",53
"Doris","Koolie","F",0,0,1,"2018-1-13",129
"Jett","Tornjak","U",1,0,1,"2018-6-9",12
"Litzy","Japanese Chin","M",1,0,0,"2017-9-18",28
"Elena","Hare Indian Dog","M",1,1,0,"2018-7-12",125
"Laverna","Mackenzie River Husky","U",0,0,1,"2018-1-10",99
"Beverly","Garafian Shepherd","M",0,0,1,"2017-11-16",14
"Romaine","Otterhound","U",0,0,0,"2018-3-7",29
"Werner","Austrian Black and Tan Hound","M",1,0,1,"2018-4-19",63
"Gerard","Bullenbeisser","M",0,0,1,"2017-11-30",52
"Larue","Australian Silky Terrier","U",0,0,0,"2018-2-16",68
"Tara","Russell Terrier","F",1,0,0,"2018-1-24",106
"Tabitha","Beagle","U",0,1,1,"2018-7-16",130
"Claude","German Shepherd Dog","M",1,1,1,"2018-5-4",94
"Zachery","Segugio Italiano","U",1,0,1,"2018-7-25",130
"Marcel","Segugio Italiano","F",1,1,0,"2017-10-5",134
"Leanna","Pyrenean Mastiff","U",0,0,0,"2018-3-14",45
"Josephine","Jagdterrier","F",0,0,1,"2017-11-18",142
"Ashleigh","American Staffordshire Terrier","U",0,1,1,"2018-3-10",30
"Selina","Chien Français Blanc et Noir","M",0,0,1,"2017-10-6",33
"Hermina","Japanese Terrier","M",1,1,1,"2018-7-21",115
"Estefania","Artois Hound","F",1,0,0,"2017-11-13",94
"Ressie","Bloodhound","F",1,1,0,"2017-9-12",73
"Marty","Cursinu","M",1,0,1,"2018-4-18",68
"Hilma","German Spaniel","F",0,0,0,"2018-5-21",33
"Garett","Aidi","M",1,1,1,"2017-8-2",91
"Ceasar","Segugio Italiano","M",1,0,1,"2018-2-22",17
"Emelie","German Shepherd Dog","M",1,0,1,"2018-7-14",99
"Lincoln","Valencian Ratter","F",0,1,0,"2017-11-10",134
"Will","Münsterländer, Large","U",1,0,0,"2017-12-19",46
"Lilliana","American Eskimo Dog","U",1,0,1,"2017-10-22",12
"Avis","Rajapalayam","U",1,1,0,"2018-3-10",19
"Unique","Griffon Bruxellois","F",1,0,1,"2018-2-10",72
"Devonte","Old English Sheepdog","U",0,1,0,"2017-9-28",8
"Suzanne","Andalusian Hound","U",0,1,0,"2018-6-1",66
"Maude","American Water Spaniel","M",0,1,0,"2018-2-14",106
"Shanny","Bluetick Coonhound","F",1,1,0,"2017-8-15",126
"Damian","American Bulldog","M",1,1,1,"2018-2-28",7
"Norberto","Kishu Ken","U",0,0,0,"2018-3-28",22
"Earline","Magyar agár","M",1,1,0,"2017-12-7",99
"Jedidiah","Old English Sheepdog","M",0,0,0,"2017-11-25",18
"Horace","Kuvasz","M",1,1,0,"2018-4-19",70
"Augustine","Black Russian Terrier","U",0,0,1,"2017-12-24",45
"Edward","Hanover Hound","U",1,0,1,"2018-2-4",64
"Maryam","Andalusian Hound","U",1,1,0,"2017-11-27",127
"Alysha","German Spitz","M",0,1,1,"2017-11-6",14
"Isadore","Bloodhound","U",0,0,1,"2018-4-19",6
"Osborne","Pug","F",0,1,1,"2018-3-26",50
"Vernon","Polish Hunting Dog","F",0,0,1,"2018-2-24",140
"Leonard","Tornjak","U",1,1,1,"2018-7-7",77
"Lauren","Bernese Mountain Dog","F",0,1,1,"2017-10-8",65
"Crystel","Havanese","U",0,0,1,"2017-10-10",98
"Kenna","Galgo Español","M",0,0,0,"2017-11-21",6
"Dillan","Danish-Swedish Farmdog","F",0,1,1,"2018-3-8",139
"Jarvis","Alano Español","U",1,0,1,"2017-9-28",79
"Karelle","Redbone Coonhound","U",0,0,0,"2018-2-20",101
"Hilma","Bull Terrier","U",0,1,1,"2017-8-21",18
"Gerda","Finnish Spitz","F",1,0,1,"2018-2-16",102
"Bertha","Slovenský Kopov","U",1,0,0,"2018-7-25",146
"Seth","Pumi","U",0,0,0,"2018-4-22",30
"Nico","Austrian Black and Tan Hound","M",0,1,1,"2017-11-29",129
"Claud","Griffon Fauve de Bretagne","U",0,0,0,"2017-12-30",8
"Arianna","Fila Brasileiro","F",0,0,1,"2017-12-25",32
"Louisa","Montenegrin Mountain Hound","U",1,1,1,"2017-9-10",139
"Lindsay","Xiasi Dog","F",0,1,0,"2017-12-23",16
"Rosalee","Sabueso fino Colombiano","M",1,1,0,"2018-2-22",92
"Nelle","Billy","U",1,1,1,"2017-12-24",119
"Armand","Tibetan Terrier","F",1,1,0,"2017-8-13",77
"Daron","Scotch Collie","U",1,0,1,"2018-5-13",146
"Fletcher","Alano Español","F",1,0,0,"2018-6-25",106
"Camilla","Rat Terrier","M",0,1,0,"2018-7-15",98
"Berneice","English White Terrier","F",0,0,1,"2017-8-31",16
"Alysha","Romanian Mioritic Shepherd Dog","F",0,1,1,"2017-7-28",136
"Eleonore","Picardy Spaniel","F",0,0,0,"2017-8-3",32
"Nasir","Ratonero Valenciano","U",0,1,0,"2018-3-28",117
"Lavada","Kurī","M",1,0,1,"2017-12-4",136
"Lonny","Chien Français Blanc et Orange","M",0,1,1,"2018-4-29",86
"Vivien","Rafeiro do Alentejo","U",0,1,1,"2018-3-4",9
"Fay","Basque Shepherd Dog","F",1,0,0,"2018-5-16",44
"Derrick","Shih Tzu","U",1,1,0,"2018-3-9",143
"Nelson","Mountain Cur","M",0,1,1,"2018-5-17",137
"Israel","Cursinu","M",1,0,1,"2017-10-12",91
"Henderson","Grand Anglo-Français Blanc et Noir","M",0,0,0,"2017-12-6",99
"Lonie","St. John's water dog","M",0,1,1,"2018-5-9",136
"Emelia","Russian Spaniel","F",1,0,0,"2017-10-22",52
"Destin","Appenzeller Sennenhund","F",1,0,1,"2017-11-3",18
"Johnathon","Kooikerhondje","F",0,0,1,"2018-6-30",80
"Mckenzie","Cão Fila de São Miguel","F",1,1,0,"2018-3-14",44
"Gerhard","Galgo Español","U",1,1,1,"2017-10-1",22
"Terry","Pug","M",1,0,1,"2017-12-9",137
"Erika","Sabueso Español","U",0,0,0,"2018-2-7",74
"Halle","Taiwan Dog","F",0,0,1,"2017-10-9",75
"Novella","Lancashire Heeler","F",1,0,1,"2018-1-26",76
"Dane","Clumber Spaniel","F",0,0,0,"2017-12-9",59
"Leopold","Belgian Shepherd Dog (Tervuren)","U",0,0,0,"2017-10-9",41
"Lucious","Austrian Black and Tan Hound","F",0,0,0,"2018-7-20",132
"Mariane","Grand Anglo-Français Blanc et Noir","U",1,0,0,"2017-9-29",51
"Triston","Molossus of Epirus","M",1,0,0,"2017-8-18",57
"Treva","Neapolitan Mastiff","M",1,0,1,"2017-9-15",36
"Eldora","Jack Russell Terrier","M",0,1,1,"2017-12-2",77
"Elbert","Scottish Deerhound","U",1,0,1,"2017-9-13",134
"Thalia","Hamiltonstövare","M",0,1,0,"2018-1-8",38
"Tatyana","Cesky Fousek","F",1,1,1,"2018-6-25",121
"Ericka","Estonian Hound","F",1,1,1,"2018-1-26",31
"Solon","Rhodesian Ridgeback","M",1,0,0,"2018-1-22",27
"Kira","Beauceron","U",0,1,1,"2018-2-13",36
"Stevie","Schipperke","M",1,1,0,"2018-2-2",93
"Roger","Wirehaired Vizsla","U",0,1,1,"2018-2-6",85
"Milan","Sloughi","F",1,1,0,"2017-9-28",96
"Petra","Portuguese Water Dog","U",1,1,0,"2017-8-13",145
"Anais","Alaskan Klee Kai","M",0,0,0,"2017-9-13",43
"Braulio","American Eskimo Dog","M",1,1,1,"2018-5-30",134
"Gene","Shih Tzu","U",0,1,0,"2017-12-20",20
"Aryanna","Bucovina Shepherd Dog","U",0,1,0,"2017-8-26",76
"Vickie","Welsh Sheepdog","F",1,0,0,"2017-11-13",43
"Abdul","Grand Anglo-Français Blanc et Noir","U",0,1,1,"2018-5-13",127
"Dell","Estrela Mountain Dog","M",1,1,1,"2018-7-22",105
"Brock","Flat-Coated Retriever","F",0,1,1,"2018-4-19",40
"Connie","Paisley Terrier","U",0,0,0,"2017-11-19",92
"Kyla","Sabueso fino Colombiano","F",0,1,0,"2017-11-6",115
"Deion","Schillerstövare","F",1,0,0,"2017-9-10",72
"Mariela","Chesapeake Bay Retriever","F",0,1,0,"2018-2-20",134
"Ralph","Bolognese","F",0,0,1,"2017-10-23",139
"Riley","Segugio Italiano","M",1,1,0,"2017-8-12",34
"Autumn","Alaskan Malamute","F",0,0,1,"2017-10-18",46
"Tracey","North Country Beagle","M",1,0,0,"2017-11-5",47
"Vivien","Bearded Collie","M",1,1,1,"2018-3-3",8
"Trevor","Telomian","M",0,0,0,"2017-9-30",21
"Cordia","Hamiltonstövare","M",0,1,0,"2018-5-27",55
"Etha","Treeing Tennessee Brindle","U",1,0,0,"2018-5-4",114
"Maximillia","Mackenzie River Husky","U",1,0,0,"2018-6-24",96
"Jessy","Volpino Italiano","F",1,1,1,"2018-6-30",96
"Marcellus","Australian Stumpy Tail Cattle Dog[10]","M",1,0,1,"2018-3-17",12
"Kennedy","Taigan","M",0,1,1,"2017-8-20",92
"Bernie","Shih Tzu","M",0,1,1,"2018-1-16",39
"Kennedi","Vanjari Hound","F",1,0,0,"2018-2-3",110
"Luciano","Spanish Mastiff","M",0,0,1,"2017-10-16",72
"Angel","Bullenbeisser","M",1,1,0,"2017-11-5",21
"Hershel","Lakeland Terrier","U",1,1,0,"2017-10-3",32
"Carolyn","Mudhol Hound","U",1,0,1,"2018-2-2",18
"Merlin","Australian Silky Terrier","U",1,0,1,"2018-6-27",72
"Lonie","Basset Griffon Vendéen, Grand","M",0,1,1,"2017-8-21",37
"Blair","Kaikadi","U",1,0,0,"2018-1-13",116
"Marcella","Cirneco dell'Etna","F",0,1,1,"2018-3-21",105
"Gayle","Seppala Siberian Sleddog","M",0,0,1,"2017-7-29",101
"Cathryn","Indian Spitz","U",0,1,0,"2018-7-22",7
"Shakira","Griffon Nivernais","F",1,0,0,"2018-2-19",76
"Clarissa","American English Coonhound","M",0,1,1,"2017-11-9",107
"Frankie","Barbet","F",1,1,0,"2018-1-9",122
"Claude","Dalmatian","M",1,1,1,"2017-11-6",88
"Kennedy","East European Shepherd","F",1,1,1,"2017-10-22",142
"Leann","Posavac Hound","U",0,1,0,"2018-6-24",19
"Isai","Alpine Spaniel","U",1,1,1,"2018-2-25",43
"Felicita","Basset Fauve de Bretagne","U",0,0,0,"2018-2-4",45
"Friedrich","Norwegian Elkhound","M",1,0,0,"2017-9-5",120
"Mathilde","Pražský Krysařík","F",1,0,1,"2018-1-7",124
"Charlie","Wirehaired Vizsla","M",1,0,1,"2018-6-12",104
"Ali","Kooikerhondje","F",0,0,0,"2018-3-14",53
"Scottie","Beauceron","F",0,1,1,"2017-10-13",131
"Tia","Polish Lowland Sheepdog","U",0,0,0,"2018-6-24",103
"Riley","Patterdale Terrier","F",1,1,1,"2018-5-10",92
"Sebastian","Norwegian Lundehund","F",1,0,0,"2017-10-7",61
"Francisco","Bedlington Terrier","M",1,0,0,"2018-3-31",117
"Carmella","Black Russian Terrier","M",0,0,1,"2018-4-17",80
"Juana","Russo-European Laika","M",0,0,0,"2018-5-11",58
"Aniyah","Carolina Dog","M",1,0,0,"2018-1-18",19
"Elwin","Boykin Spaniel","M",0,0,1,"2017-8-5",83
"Theodore","King Charles Spaniel","F",1,0,1,"2018-5-22",87
"Landen","Beauceron","U",1,0,0,"2018-2-27",114
"Anabel","Braque Saint-Germain","M",1,0,0,"2018-3-16",108
"Stanley","Chinese Imperial Dog","U",0,0,0,"2017-9-11",124
"Pasquale","Lagotto Romagnolo","M",1,0,1,"2018-1-14",148
"Sharon","Thai Bangkaew Dog","F",1,0,0,"2017-9-14",14
"Ella","Welsh Sheepdog","U",1,0,1,"2017-12-16",26
"Efren","Hortaya Borzaya","F",0,0,0,"2017-11-21",84
"Tavares","American Cocker Spaniel","M",1,0,1,"2018-1-16",26
"Shanelle","Boerboel","M",0,1,0,"2017-10-16",21
"Noel","Bearded Collie","U",0,0,0,"2017-9-6",43
"Bailey","Boerboel","U",1,1,1,"2017-8-27",25
"Maxwell","Galgo Español","M",0,1,0,"2017-8-28",98
"Brittany","Labrador Retriever","U",0,0,0,"2018-6-9",91
"Dock","Shih Tzu","M",1,0,1,"2017-9-9",111
"Baron","Rajapalayam","F",1,1,0,"2017-9-11",76
"Zula","Hare Indian Dog","U",1,0,0,"2018-6-1",12
"Ephraim","Schweizerischer Niederlaufhund","U",0,0,0,"2017-10-23",22
"Lina","Jämthund","F",1,0,0,"2017-12-3",42
"Katelynn","Cantabrian Water Dog","M",0,0,0,"2018-7-1",45
"Elise","Belgian Shepherd Dog (Groenendael)","U",0,0,0,"2017-11-21",56
"Justice","Catalan Sheepdog","F",0,0,0,"2018-6-18",56
